exchange,company_id,status
US,US_191,pending
US,US_192,pending
US,US_193,pending
US,US_194,pending
US,US_195,pending
US,US_196,pending
US,US_197,pending
US,US_198,pending
US,US_199,pending
US,US_200,pending
US,US_201,pending
US,US_202,pending
US,US_203,pending
US,US_204,pending
US,US_205,pending
US,US_206,pending
US,US_207,pending
US,US_208,pending
US,US_209,pending
US,US_210,pending
US,US_211,pending
US,US_212,pending
US,US_213,pending
US,US_214,pending
US,US_215,pending
US,US_216,pending
US,US_217,pending
US,US_218,pending
US,US_219,pending
US,US_220,pending
US,US_221,pending
US,US_222,pending
US,US_223,pending
US,US_224,pending
US,US_225,pending
US,US_226,pending
US,US_227,pending
US,US_228,pending
US,US_229,pending
US,US_230,pending
US,US_231,pending
US,US_232,pending
US,US_233,pending
US,US_234,pending
US,US_235,pending
US,US_236,pending
US,US_237,pending
US,US_238,pending
US,US_239,pending
US,US_240,pending
US,US_241,pending
US,US_242,pending
US,US_243,pending
US,US_244,pending
US,US_245,pending
US,US_246,pending
US,US_247,pending
US,US_248,pending
US,US_249,pending
US,US_250,pending
US,US_251,pending
US,US_252,pending
US,US_253,pending
US,US_254,pending
US,US_255,pending
US,US_256,pending
US,US_257,pending
US,US_258,pending
US,US_259,pending
US,US_260,pending
US,US_261,pending
US,US_262,pending
US,US_263,pending
US,US_264,pending
US,US_265,pending
US,US_266,pending
US,US_267,pending
US,US_268,pending
US,US_269,pending
US,US_270,pending
US,US_271,pending
US,US_272,pending
US,US_273,pending
US,US_274,pending
US,US_275,pending
US,US_276,pending
US,US_277,pending
US,US_278,pending
US,US_279,pending
US,US_280,pending
US,US_281,pending
US,US_282,pending
US,US_283,pending
US,US_284,pending
US,US_285,pending
US,US_286,pending
US,US_287,pending
US,US_288,pending
US,US_289,pending
US,US_290,pending
US,US_291,pending
US,US_292,pending
US,US_293,pending
US,US_294,pending
US,US_295,pending
US,US_296,pending
US,US_297,pending
US,US_298,pending
US,US_299,pending
US,US_300,pending
US,US_301,pending
US,US_302,pending
US,US_303,pending
US,US_304,pending
US,US_305,pending
US,US_306,pending
US,US_307,pending
US,US_308,pending
US,US_309,pending
US,US_310,pending
US,US_311,pending
US,US_312,pending
US,US_313,pending
US,US_314,pending
US,US_315,pending
US,US_316,pending
US,US_317,pending
US,US_318,pending
US,US_319,pending
US,US_320,pending
US,US_321,pending
US,US_322,pending
US,US_323,pending
US,US_324,pending
US,US_325,pending
US,US_326,pending
US,US_327,pending
US,US_328,pending
US,US_329,pending
US,US_330,pending
US,US_331,pending
US,US_332,pending
US,US_333,pending
US,US_334,pending
US,US_335,pending
US,US_336,pending
US,US_337,pending
US,US_338,pending
US,US_339,pending
US,US_340,pending
US,US_341,pending
US,US_342,pending
US,US_343,pending
US,US_344,pending
US,US_345,pending
US,US_346,pending
US,US_347,pending
US,US_348,pending
US,US_349,pending
US,US_350,pending
US,US_351,pending
US,US_352,pending
US,US_353,pending
US,US_354,pending
US,US_355,pending
US,US_356,pending
US,US_357,pending
US,US_358,pending
US,US_359,pending
US,US_360,pending
US,US_361,pending
US,US_362,pending
US,US_363,pending
US,US_364,pending
US,US_365,pending
US,US_366,pending
US,US_367,pending
US,US_368,pending
US,US_369,pending
US,US_370,pending
US,US_371,pending
US,US_372,pending
US,US_373,pending
US,US_374,pending
US,US_375,pending
US,US_376,pending
US,US_377,pending
US,US_378,pending
US,US_379,pending
US,US_380,pending
US,US_381,pending
US,US_382,pending
US,US_383,pending
US,US_384,pending
US,US_385,pending
US,US_386,pending
US,US_387,pending
US,US_388,pending
US,US_389,pending
US,US_390,pending
US,US_391,pending
US,US_392,pending
US,US_393,pending
US,US_394,pending
US,US_395,pending
US,US_396,pending
US,US_397,pending
US,US_398,pending
US,US_399,pending
US,US_400,pending
US,US_401,pending
US,US_402,pending
US,US_403,pending
US,US_404,pending
US,US_405,pending
US,US_406,pending
US,US_407,pending
US,US_408,pending
US,US_409,pending
US,US_410,pending
US,US_411,pending
US,US_412,pending
US,US_413,pending
US,US_414,pending
US,US_415,pending
US,US_416,pending
US,US_417,pending
US,US_418,pending
US,US_419,pending
US,US_420,pending
US,US_421,pending
US,US_422,pending
US,US_423,pending
US,US_424,pending
US,US_425,pending
US,US_426,pending
US,US_427,pending
US,US_428,pending
US,US_429,pending
US,US_430,pending
US,US_431,pending
US,US_432,pending
US,US_433,pending
US,US_434,pending
US,US_435,pending
US,US_436,pending
US,US_437,pending
US,US_438,pending
US,US_439,pending
US,US_440,pending
US,US_441,pending
US,US_442,pending
US,US_443,pending
US,US_444,pending
US,US_445,pending
US,US_446,pending
US,US_447,pending
US,US_448,pending
US,US_449,pending
US,US_450,pending
US,US_451,pending
US,US_452,pending
US,US_453,pending
US,US_454,pending
US,US_455,pending
US,US_456,pending
US,US_457,pending
US,US_458,pending
US,US_459,pending
US,US_460,pending
US,US_461,pending
US,US_462,pending
US,US_463,pending
US,US_464,pending
US,US_465,pending
US,US_466,pending
US,US_467,pending
US,US_468,pending
US,US_469,pending
US,US_470,pending
US,US_471,pending
US,US_472,pending
US,US_473,pending
US,US_474,pending
US,US_475,pending
US,US_476,pending
US,US_477,pending
US,US_478,pending
US,US_479,pending
US,US_480,pending
US,US_481,pending
US,US_482,pending
US,US_483,pending
US,US_484,pending
US,US_485,pending
US,US_486,pending
US,US_487,pending
US,US_488,pending
US,US_489,pending
US,US_490,pending
US,US_491,pending
US,US_492,pending
US,US_493,pending
US,US_494,pending
US,US_495,pending
US,US_496,pending
US,US_497,pending
US,US_498,pending
US,US_499,pending
US,US_500,pending
US,US_501,pending
US,US_502,pending
US,US_503,pending
US,US_504,pending
US,US_505,pending
US,US_506,pending
US,US_507,pending
US,US_508,pending
US,US_509,pending
US,US_510,pending
US,US_511,pending
US,US_512,pending
US,US_513,pending
US,US_514,pending
US,US_515,pending
US,US_516,pending
US,US_517,pending
US,US_518,pending
US,US_519,pending
US,US_520,pending
US,US_521,pending
US,US_522,pending
US,US_523,pending
US,US_524,pending
US,US_525,pending
US,US_526,pending
US,US_527,pending
US,US_528,pending
US,US_529,pending
US,US_530,pending
US,US_531,pending
US,US_532,pending
US,US_533,pending
US,US_534,pending
US,US_535,pending
US,US_536,pending
US,US_537,pending
US,US_538,pending
US,US_539,pending
US,US_540,pending
US,US_541,pending
US,US_542,pending
US,US_543,pending
US,US_544,pending
US,US_545,pending
US,US_546,pending
US,US_547,pending
US,US_548,pending
US,US_549,pending
US,US_550,pending
US,US_551,pending
US,US_552,pending
US,US_553,pending
US,US_554,pending
US,US_555,pending
US,US_556,pending
US,US_557,pending
US,US_558,pending
US,US_559,pending
US,US_560,pending
US,US_561,pending
US,US_562,pending
US,US_563,pending
US,US_564,pending
US,US_565,pending
US,US_566,pending
US,US_567,pending
US,US_568,pending
US,US_569,pending
US,US_570,pending
US,US_571,pending
US,US_572,pending
US,US_573,pending
US,US_574,pending
US,US_575,pending
US,US_576,pending
US,US_577,pending
US,US_578,pending
US,US_579,pending
US,US_580,pending
US,US_581,pending
US,US_582,pending
US,US_583,pending
US,US_584,pending
US,US_585,pending
US,US_586,pending
US,US_587,pending
US,US_588,pending
US,US_589,pending
US,US_590,pending
US,US_591,pending
US,US_592,pending
US,US_593,pending
US,US_594,pending
US,US_595,pending
US,US_596,pending
US,US_597,pending
US,US_598,pending
US,US_599,pending
US,US_600,pending
US,US_601,pending
US,US_602,pending
US,US_603,pending
US,US_604,pending
US,US_605,pending
US,US_606,pending
US,US_607,pending
US,US_608,pending
US,US_609,pending
US,US_610,pending
US,US_611,pending
US,US_612,pending
US,US_613,pending
US,US_614,pending
US,US_615,pending
US,US_616,pending
US,US_617,pending
US,US_618,pending
US,US_619,pending
US,US_620,pending
US,US_621,pending
US,US_622,pending
US,US_623,pending
US,US_624,pending
US,US_625,pending
US,US_626,pending
US,US_627,pending
US,US_628,pending
US,US_629,pending
US,US_630,pending
US,US_631,pending
US,US_632,pending
US,US_633,pending
US,US_634,pending
US,US_635,pending
US,US_636,pending
US,US_637,pending
US,US_638,pending
US,US_639,pending
US,US_640,pending
US,US_641,pending
US,US_642,pending
US,US_643,pending
US,US_644,pending
US,US_645,pending
US,US_646,pending
US,US_647,pending
US,US_648,pending
US,US_649,pending
US,US_650,pending
US,US_651,pending
US,US_652,pending
US,US_653,pending
US,US_654,pending
US,US_655,pending
US,US_656,pending
US,US_657,pending
US,US_658,pending
US,US_659,pending
US,US_660,pending
US,US_661,pending
US,US_662,pending
US,US_663,pending
US,US_664,pending
US,US_665,pending
US,US_666,pending
US,US_667,pending
US,US_668,pending
US,US_669,pending
US,US_670,pending
US,US_671,pending
US,US_672,pending
US,US_673,pending
US,US_674,pending
US,US_675,pending
US,US_676,pending
US,US_677,pending
US,US_678,pending
US,US_679,pending
US,US_680,pending
US,US_681,pending
US,US_682,pending
US,US_683,pending
US,US_684,pending
US,US_685,pending
US,US_686,pending
US,US_687,pending
US,US_688,pending
US,US_689,pending
US,US_690,pending
US,US_691,pending
US,US_692,pending
US,US_693,pending
US,US_694,pending
US,US_695,pending
US,US_696,pending
US,US_697,pending
US,US_698,pending
US,US_699,pending
US,US_700,pending
US,US_701,pending
US,US_702,pending
US,US_703,pending
US,US_704,pending
US,US_705,pending
US,US_706,pending
US,US_707,pending
US,US_708,pending
US,US_709,pending
US,US_710,pending
US,US_711,pending
US,US_712,pending
US,US_713,pending
US,US_714,pending
US,US_715,pending
US,US_716,pending
US,US_717,pending
US,US_718,pending
US,US_719,pending
US,US_720,pending
US,US_721,pending
US,US_722,pending
US,US_723,pending
US,US_724,pending
US,US_725,pending
US,US_726,pending
US,US_727,pending
US,US_728,pending
US,US_729,pending
US,US_730,pending
US,US_731,pending
US,US_732,pending
US,US_733,pending
US,US_734,pending
US,US_735,pending
US,US_736,pending
US,US_737,pending
US,US_738,pending
US,US_739,pending
US,US_740,pending
US,US_741,pending
US,US_742,pending
US,US_743,pending
US,US_744,pending
US,US_745,pending
US,US_746,pending
US,US_747,pending
US,US_748,pending
US,US_749,pending
US,US_750,pending
US,US_751,pending
US,US_752,pending
US,US_753,pending
US,US_754,pending
US,US_755,pending
US,US_756,pending
US,US_757,pending
US,US_758,pending
US,US_759,pending
US,US_760,pending
US,US_761,pending
US,US_762,pending
US,US_763,pending
US,US_764,pending
US,US_765,pending
US,US_766,pending
US,US_767,pending
US,US_768,pending
US,US_769,pending
US,US_770,pending
US,US_771,pending
US,US_772,pending
US,US_773,pending
US,US_774,pending
US,US_775,pending
US,US_776,pending
US,US_777,pending
US,US_778,pending
US,US_779,pending
US,US_780,pending
US,US_781,pending
US,US_782,pending
US,US_783,pending
US,US_784,pending
US,US_785,pending
US,US_786,pending
US,US_787,pending
US,US_788,pending
US,US_789,pending
US,US_790,pending
US,US_791,pending
US,US_792,pending
US,US_793,pending
US,US_794,pending
US,US_795,pending
US,US_796,pending
US,US_797,pending
US,US_798,pending
US,US_799,pending
US,US_800,pending
US,US_801,pending
US,US_802,pending
US,US_803,pending
US,US_804,pending
US,US_805,pending
US,US_806,pending
US,US_807,pending
US,US_808,pending
US,US_809,pending
US,US_810,pending
US,US_811,pending
US,US_812,pending
US,US_813,pending
US,US_814,pending
US,US_815,pending
US,US_816,pending
US,US_817,pending
US,US_818,pending
US,US_819,pending
US,US_820,pending
US,US_821,pending
US,US_822,pending
US,US_823,pending
US,US_824,pending
US,US_825,pending
US,US_826,pending
US,US_827,pending
US,US_828,pending
US,US_829,pending
US,US_830,pending
US,US_831,pending
US,US_832,pending
US,US_833,pending
US,US_834,pending
US,US_835,pending
US,US_836,pending
US,US_837,pending
US,US_838,pending
US,US_839,pending
US,US_840,pending
US,US_841,pending
US,US_842,pending
US,US_843,pending
US,US_844,pending
US,US_845,pending
US,US_846,pending
US,US_847,pending
US,US_848,pending
US,US_849,pending
US,US_850,pending
US,US_851,pending
US,US_852,pending
US,US_853,pending
US,US_854,pending
US,US_855,pending
US,US_856,pending
US,US_857,pending
US,US_858,pending
US,US_859,pending
US,US_860,pending
US,US_861,pending
US,US_862,pending
US,US_863,pending
US,US_864,pending
US,US_865,pending
US,US_866,pending
US,US_867,pending
US,US_868,pending
US,US_869,pending
US,US_870,pending
US,US_871,pending
US,US_872,pending
US,US_873,pending
US,US_874,pending
US,US_875,pending
US,US_876,pending
US,US_877,pending
US,US_878,pending
US,US_879,pending
US,US_880,pending
US,US_881,pending
US,US_882,pending
US,US_883,pending
US,US_884,pending
US,US_885,pending
US,US_886,pending
US,US_887,pending
US,US_888,pending
US,US_889,pending
US,US_890,pending
US,US_891,pending
US,US_892,pending
US,US_893,pending
US,US_894,pending
US,US_895,pending
US,US_896,pending
US,US_897,pending
US,US_898,pending
US,US_899,pending
US,US_900,pending
US,US_901,pending
US,US_902,pending
US,US_903,pending
US,US_904,pending
US,US_905,pending
US,US_906,pending
US,US_907,pending
US,US_908,pending
US,US_909,pending
US,US_910,pending
US,US_911,pending
US,US_912,pending
US,US_913,pending
US,US_914,pending
US,US_915,pending
US,US_916,pending
US,US_917,pending
US,US_918,pending
US,US_919,pending
US,US_920,pending
US,US_921,pending
US,US_922,pending
US,US_923,pending
US,US_924,pending
US,US_925,pending
US,US_926,pending
US,US_927,pending
US,US_928,pending
US,US_929,pending
US,US_930,pending
US,US_931,pending
US,US_932,pending
US,US_933,pending
US,US_934,pending
US,US_935,pending
US,US_936,pending
US,US_937,pending
US,US_938,pending
US,US_939,pending
US,US_940,pending
US,US_941,pending
US,US_942,pending
US,US_943,pending
US,US_944,pending
US,US_945,pending
US,US_946,pending
US,US_947,pending
US,US_948,pending
US,US_949,pending
US,US_950,pending
US,US_951,pending
US,US_952,pending
US,US_953,pending
US,US_954,pending
US,US_955,pending
US,US_956,pending
US,US_957,pending
US,US_958,pending
US,US_959,pending
US,US_960,pending
US,US_961,pending
US,US_962,pending
US,US_963,pending
US,US_964,pending
US,US_965,pending
US,US_966,pending
US,US_967,pending
US,US_968,pending
US,US_969,pending
US,US_970,pending
US,US_971,pending
US,US_972,pending
US,US_973,pending
US,US_974,pending
US,US_975,pending
US,US_976,pending
US,US_977,pending
US,US_978,pending
US,US_979,pending
US,US_980,pending
US,US_981,pending
US,US_982,pending
US,US_983,pending
US,US_984,pending
US,US_985,pending
US,US_986,pending
US,US_987,pending
US,US_988,pending
US,US_989,pending
US,US_990,pending
US,US_991,pending
US,US_992,pending
US,US_993,pending
US,US_994,pending
US,US_995,pending
US,US_996,pending
US,US_997,pending
US,US_998,pending
US,US_999,pending
US,US_1000,pending
US,US_1001,pending
US,US_1002,pending
US,US_1003,pending
US,US_1004,pending
US,US_1005,pending
US,US_1006,pending
US,US_1007,pending
US,US_1008,pending
US,US_1009,pending
US,US_1010,pending
US,US_1011,pending
US,US_1012,pending
US,US_1013,pending
US,US_1014,pending
US,US_1015,pending
US,US_1016,pending
US,US_1017,pending
US,US_1018,pending
US,US_1019,pending
US,US_1020,pending
US,US_1021,pending
US,US_1022,pending
US,US_1023,pending
US,US_1024,pending
US,US_1025,pending
US,US_1026,pending
US,US_1027,pending
US,US_1028,pending
US,US_1029,pending
US,US_1030,pending
US,US_1031,pending
US,US_1032,pending
US,US_1033,pending
US,US_1034,pending
US,US_1035,pending
US,US_1036,pending
US,US_1037,pending
US,US_1038,pending
US,US_1039,pending
US,US_1040,pending
US,US_1041,pending
US,US_1042,pending
US,US_1043,pending
US,US_1044,pending
US,US_1045,pending
US,US_1046,pending
US,US_1047,pending
US,US_1048,pending
US,US_1049,pending
US,US_1050,pending
US,US_1051,pending
US,US_1052,pending
US,US_1053,pending
US,US_1054,pending
US,US_1055,pending
US,US_1056,pending
US,US_1057,pending
US,US_1058,pending
US,US_1059,pending
US,US_1060,pending
US,US_1061,pending
US,US_1062,pending
US,US_1063,pending
US,US_1064,pending
US,US_1065,pending
US,US_1066,pending
US,US_1067,pending
US,US_1068,pending
US,US_1069,pending
US,US_1070,pending
US,US_1071,pending
US,US_1072,pending
US,US_1073,pending
US,US_1074,pending
US,US_1075,pending
US,US_1076,pending
US,US_1077,pending
US,US_1078,pending
US,US_1079,pending
US,US_1080,pending
US,US_1081,pending
US,US_1082,pending
US,US_1083,pending
US,US_1084,pending
US,US_1085,pending
US,US_1086,pending
US,US_1087,pending
US,US_1088,pending
US,US_1089,pending
US,US_1090,pending
US,US_1091,pending
US,US_1092,pending
US,US_1093,pending
US,US_1094,pending
US,US_1095,pending
US,US_1096,pending
US,US_1097,pending
US,US_1098,pending
US,US_1099,pending
US,US_1100,pending
US,US_1101,pending
US,US_1102,pending
US,US_1103,pending
US,US_1104,pending
US,US_1105,pending
US,US_1106,pending
US,US_1107,pending
US,US_1108,pending
US,US_1109,pending
US,US_1110,pending
US,US_1111,pending
US,US_1112,pending
US,US_1113,pending
US,US_1114,pending
US,US_1115,pending
US,US_1116,pending
US,US_1117,pending
US,US_1118,pending
US,US_1119,pending
US,US_1120,pending
US,US_1121,pending
US,US_1122,pending
US,US_1123,pending
US,US_1124,pending
US,US_1125,pending
US,US_1126,pending
US,US_1127,pending
US,US_1128,pending
US,US_1129,pending
US,US_1130,pending
US,US_1131,pending
US,US_1132,pending
US,US_1133,pending
US,US_1134,pending
US,US_1135,pending
US,US_1136,pending
US,US_1137,pending
US,US_1138,pending
US,US_1139,pending
US,US_1140,pending
US,US_1141,pending
US,US_1142,pending
US,US_1143,pending
US,US_1144,pending
US,US_1145,pending
US,US_1146,pending
US,US_1147,pending
US,US_1148,pending
US,US_1149,pending
US,US_1150,pending
US,US_1151,pending
US,US_1152,pending
US,US_1153,pending
US,US_1154,pending
US,US_1155,pending
US,US_1156,pending
US,US_1157,pending
US,US_1158,pending
US,US_1159,pending
US,US_1160,pending
US,US_1161,pending
US,US_1162,pending
US,US_1163,pending
US,US_1164,pending
US,US_1165,pending
US,US_1166,pending
US,US_1167,pending
US,US_1168,pending
US,US_1169,pending
US,US_1170,pending
US,US_1171,pending
US,US_1172,pending
US,US_1173,pending
US,US_1174,pending
US,US_1175,pending
US,US_1176,pending
US,US_1177,pending
US,US_1178,pending
US,US_1179,pending
US,US_1180,pending
US,US_1181,pending
US,US_1182,pending
US,US_1183,pending
US,US_1184,pending
US,US_1185,pending
US,US_1186,pending
US,US_1187,pending
US,US_1188,pending
US,US_1189,pending
US,US_1190,pending
US,US_1191,pending
US,US_1192,pending
US,US_1193,pending
US,US_1194,pending
US,US_1195,pending
US,US_1196,pending
US,US_1197,pending
US,US_1198,pending
US,US_1199,pending
US,US_1200,pending
US,US_1201,pending
US,US_1202,pending
US,US_1203,pending
US,US_1204,pending
US,US_1205,pending
US,US_1206,pending
US,US_1207,pending
US,US_1208,pending
US,US_1209,pending
US,US_1210,pending
US,US_1211,pending
US,US_1212,pending
US,US_1213,pending
US,US_1214,pending
US,US_1215,pending
US,US_1216,pending
US,US_1217,pending
US,US_1218,pending
US,US_1219,pending
US,US_1220,pending
US,US_1221,pending
US,US_1222,pending
US,US_1223,pending
US,US_1224,pending
US,US_1225,pending
US,US_1226,pending
US,US_1227,pending
US,US_1228,pending
US,US_1229,pending
US,US_1230,pending
US,US_1231,pending
US,US_1232,pending
US,US_1233,pending
US,US_1234,pending
US,US_1235,pending
US,US_1236,pending
US,US_1237,pending
US,US_1238,pending
US,US_1239,pending
US,US_1240,pending
US,US_1241,pending
US,US_1242,pending
US,US_1243,pending
US,US_1244,pending
US,US_1245,pending
US,US_1246,pending
US,US_1247,pending
US,US_1248,pending
US,US_1249,pending
US,US_1250,pending
US,US_1251,pending
US,US_1252,pending
US,US_1253,pending
US,US_1254,pending
US,US_1255,pending
US,US_1256,pending
US,US_1257,pending
US,US_1258,pending
US,US_1259,pending
US,US_1260,pending
US,US_1261,pending
US,US_1262,pending
US,US_1263,pending
US,US_1264,pending
US,US_1265,pending
US,US_1266,pending
US,US_1267,pending
US,US_1268,pending
US,US_1269,pending
US,US_1270,pending
US,US_1271,pending
US,US_1272,pending
US,US_1273,pending
US,US_1274,pending
US,US_1275,pending
US,US_1276,pending
US,US_1277,pending
US,US_1278,pending
US,US_1279,pending
US,US_1280,pending
US,US_1281,pending
US,US_1282,pending
US,US_1283,pending
US,US_1284,pending
US,US_1285,pending
US,US_1286,pending
US,US_1287,pending
US,US_1288,pending
US,US_1289,pending
US,US_1290,pending
US,US_1291,pending
US,US_1292,pending
US,US_1293,pending
US,US_1294,pending
US,US_1295,pending
US,US_1296,pending
US,US_1297,pending
US,US_1298,pending
US,US_1299,pending
US,US_1300,pending
US,US_1301,pending
US,US_1302,pending
US,US_1303,pending
US,US_1304,pending
US,US_1305,pending
US,US_1306,pending
US,US_1307,pending
US,US_1308,pending
US,US_1309,pending
US,US_1310,pending
US,US_1311,pending
US,US_1312,pending
US,US_1313,pending
US,US_1314,pending
US,US_1315,pending
US,US_1316,pending
US,US_1317,pending
US,US_1318,pending
US,US_1319,pending
US,US_1320,pending
US,US_1321,pending
US,US_1322,pending
US,US_1323,pending
US,US_1324,pending
US,US_1325,pending
US,US_1326,pending
US,US_1327,pending
US,US_1328,pending
US,US_1329,pending
US,US_1330,pending
US,US_1331,pending
US,US_1332,pending
US,US_1333,pending
US,US_1334,pending
US,US_1335,pending
US,US_1336,pending
US,US_1337,pending
US,US_1338,pending
US,US_1339,pending
US,US_1340,pending
US,US_1341,pending
US,US_1342,pending
US,US_1343,pending
US,US_1344,pending
US,US_1345,pending
US,US_1346,pending
US,US_1347,pending
US,US_1348,pending
US,US_1349,pending
US,US_1350,pending
US,US_1351,pending
US,US_1352,pending
US,US_1353,pending
US,US_1354,pending
US,US_1355,pending
US,US_1356,pending
US,US_1357,pending
US,US_1358,pending
US,US_1359,pending
US,US_1360,pending
US,US_1361,pending
US,US_1362,pending
US,US_1363,pending
US,US_1364,pending
US,US_1365,pending
US,US_1366,pending
US,US_1367,pending
US,US_1368,pending
US,US_1369,pending
US,US_1370,pending
US,US_1371,pending
US,US_1372,pending
US,US_1373,pending
US,US_1374,pending
US,US_1375,pending
US,US_1376,pending
US,US_1377,pending
US,US_1378,pending
US,US_1379,pending
US,US_1380,pending
US,US_1381,pending
US,US_1382,pending
US,US_1383,pending
US,US_1384,pending
US,US_1385,pending
US,US_1386,pending
US,US_1387,pending
US,US_1388,pending
US,US_1389,pending
US,US_1390,pending
US,US_1391,pending
US,US_1392,pending
US,US_1393,pending
US,US_1394,pending
US,US_1395,pending
US,US_1396,pending
US,US_1397,pending
US,US_1398,pending
US,US_1399,pending
US,US_1400,pending
US,US_1401,pending
US,US_1402,pending
US,US_1403,pending
US,US_1404,pending
US,US_1405,pending
US,US_1406,pending
US,US_1407,pending
US,US_1408,pending
US,US_1409,pending
US,US_1410,pending
US,US_1411,pending
US,US_1412,pending
US,US_1413,pending
US,US_1414,pending
US,US_1415,pending
US,US_1416,pending
US,US_1417,pending
US,US_1418,pending
US,US_1419,pending
US,US_1420,pending
US,US_1421,pending
US,US_1422,pending
US,US_1423,pending
US,US_1424,pending
US,US_1425,pending
US,US_1426,pending
US,US_1427,pending
US,US_1428,pending
US,US_1429,pending
US,US_1430,pending
US,US_1431,pending
US,US_1432,pending
US,US_1433,pending
US,US_1434,pending
US,US_1435,pending
US,US_1436,pending
US,US_1437,pending
US,US_1438,pending
US,US_1439,pending
US,US_1440,pending
US,US_1441,pending
US,US_1442,pending
US,US_1443,pending
US,US_1444,pending
US,US_1445,pending
US,US_1446,pending
US,US_1447,pending
US,US_1448,pending
US,US_1449,pending
US,US_1450,pending
US,US_1451,pending
US,US_1452,pending
US,US_1453,pending
US,US_1454,pending
US,US_1455,pending
US,US_1456,pending
US,US_1457,pending
US,US_1458,pending
US,US_1459,pending
US,US_1460,pending
US,US_1461,pending
US,US_1462,pending
US,US_1463,pending
US,US_1464,pending
US,US_1465,pending
US,US_1466,pending
US,US_1467,pending
US,US_1468,pending
US,US_1469,pending
US,US_1470,pending
US,US_1471,pending
US,US_1472,pending
US,US_1473,pending
US,US_1474,pending
US,US_1475,pending
US,US_1476,pending
US,US_1477,pending
US,US_1478,pending
US,US_1479,pending
US,US_1480,pending
US,US_1481,pending
US,US_1482,pending
US,US_1483,pending
US,US_1484,pending
US,US_1485,pending
US,US_1486,pending
US,US_1487,pending
US,US_1488,pending
US,US_1489,pending
US,US_1490,pending
US,US_1491,pending
US,US_1492,pending
US,US_1493,pending
US,US_1494,pending
US,US_1495,pending
US,US_1496,pending
US,US_1497,pending
